SiteName;Port;HostHeader;BindingInformation;CertificateHash;CertificateSubject;CertificateIssuer;CertificateExpiry;CertificateFriendlyName;CertificateStatus;CertificateType;BindingType;Server
Site_client;8070;client.optimedit.eu;*:8070:client.optimedit.eu;291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C;CN=opt-iis-06.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;08/11/2026 20:50;IIS-SAN-Backend;OK;ADCS (Interne);HTTPS ARR (8070);OPT-IIS-06.optimedit.eu
Site_juridique;443;juridique.optimedit.eu;*:443:juridique.optimedit.eu;291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C;CN=opt-iis-06.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;08/11/2026 20:50;IIS-SAN-Backend;OK;ADCS (Interne);HTTPS Public (443);OPT-IIS-06.optimedit.eu
Site_juridique;8071;juridique.optimedit.eu;*:8071:juridique.optimedit.eu;291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C;CN=opt-iis-06.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;08/11/2026 20:50;IIS-SAN-Backend;OK;ADCS (Interne);HTTPS ARR (8071);OPT-IIS-06.optimedit.eu
Site_blog;443;blog.optimedit.eu;*:443:blog.optimedit.eu;291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C;CN=opt-iis-06.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;08/11/2026 20:50;IIS-SAN-Backend;OK;ADCS (Interne);HTTPS Public (443);OPT-IIS-06.optimedit.eu
Site_blog;8072;blog.optimedit.eu;*:8072:blog.optimedit.eu;291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C;CN=opt-iis-06.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;08/11/2026 20:50;IIS-SAN-Backend;OK;ADCS (Interne);HTTPS ARR (8072);OPT-IIS-06.optimedit.eu
achat;443;achat.optimedit.eu;*:443:achat.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
achat;8068;achat.optimedit.eu;*:8068:achat.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8068);OPT-RP-01.optimedit.eu
blog;443;blog.optimedit.eu;*:443:blog.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
blog;8072;blog.optimedit.eu;*:8072:blog.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8072);OPT-RP-01.optimedit.eu
ce;443;ce.optimedit.eu;*:443:ce.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
ce;8064;ce.optimedit.eu;*:8064:ce.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8064);OPT-RP-01.optimedit.eu
client;443;client.optimedit.eu;*:443:client.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
client;8070;client.optimedit.eu;*:8070:client.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8070);OPT-RP-01.optimedit.eu
commercial;443;commercial.optimedit.eu;*:443:commercial.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
commercial;8069;commercial.optimedit.eu;*:8069:commercial.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8069);OPT-RP-01.optimedit.eu
comptabilite;443;comptabilite.optimedit.eu;*:443:comptabilite.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
comptabilite;8061;comptabilite.optimedit.eu;*:8061:comptabilite.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8061);OPT-RP-01.optimedit.eu
direction;443;direction.optimedit.eu;*:443:direction.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
direction;8060;direction.optimedit.eu;*:8060:direction.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8060);OPT-RP-01.optimedit.eu
formation;443;formation.optimedit.eu;*:443:formation.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
formation;8067;formation.optimedit.eu;*:8067:formation.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8067);OPT-RP-01.optimedit.eu
it;443;it.optimedit.eu;*:443:it.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
it;8065;it.optimedit.eu;*:8065:it.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8065);OPT-RP-01.optimedit.eu
juridique;443;juridique.optimedit.eu;*:443:juridique.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
juridique;8071;juridique.optimedit.eu;*:8071:juridique.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8071);OPT-RP-01.optimedit.eu
paie;443;paie.optimedit.eu;*:443:paie.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
paie;8062;paie.optimedit.eu;*:8062:paie.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8062);OPT-RP-01.optimedit.eu
production;443;production.optimedit.eu;*:443:production.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
production;8066;production.optimedit.eu;*:8066:production.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8066);OPT-RP-01.optimedit.eu
rh;443;rh.optimedit.eu;*:443:rh.optimedit.eu;C44FB8ABFCC83B2B9EE33467E835AF44657396EC;CN=opt-rp-01.optimedit.eu;CN=YR2, O=Let's Encrypt, C=US;04/11/2026 21:39;opt-rp-01.optimedit.eu [Certify] - 06/08/2026 22:39:08 to 04/11/2026 21:39:07;OK;Let's Encrypt (Public);HTTPS Public (443);OPT-RP-01.optimedit.eu
rh;8063;rh.optimedit.eu;*:8063:rh.optimedit.eu;C31371C4B4AF602742A1D387B951DB137C1D12B6;CN=opt-rp-01.optimedit.eu;CN=Optimedit-CA3, DC=optimedit, DC=eu;10/11/2026 21:31;IIS-SAN-Backend-RP;OK;ADCS (Interne);HTTPS ARR (8063);OPT-RP-01.optimedit.eu
